
MR SINGH:   Not as it relates to any relations that he may or may not have had with Regiments.
ADV SELEKA SC:   So in what relation were you familiar with him? MR 
SINGH:Mr Chair, as I testified before the Commission, under the Transnet work stream I had occasion to meet Mr Essa once or twice but that was…[intervenes] 
CHAIRPERSON:   While you were at Transnet? 
MR SINGH:   Yes, while I was. 
CHAIRPERSON:   Okay.  So do you remember which year was that? 
MR SINGH:   I think, Mr Chair, you asked me that question …[intervenes] 
CHAIRPERSON:   Last time. 
MR SINGH:   Also last time and I said to you I would be guessing if I knew but I think I gave you a date.
CHAIRPERSON:   Okay, well I cannot remember. 
MR SINGH:   I think if memory serves I think I gave you a date of 2012 or 2013. 
CHAIRPERSON:   Okay, okay.  So between 2012/2013 or thereabouts until you left Transnet you had met him once or twice. 
MR SINGH:   Yes. 
CHAIRPERSON:   Okay.  Is that in functions or privately or at Transnet? 
MR SINGH:   No, no, Mr Chair, as I testified before it was[inaudible – speaking simultaneously] 
CHAIRPERSON:   It was the occasion when – was there an occasion when he was either your office at Transnet or somebody or Mr Gama’s office and …[intervenes] 
MR SINGH:   No, no, no, Mr …[intervenes]
CHAIRPERSON:   That was Mr Gama’s evidence. 
MR SINGH:   That was Mr Gama’s evidence of him meeting Mr Essa in my office. 
CHAIRPERSON:   Ja, okay, okay.  So that was one of the two? 
MR SINGH:   No. 
CHAIRPERSON:   Oh, no, no – ja, okay. 
MR SINGH:   Ja, we will deal with Mr Gama’s evidence later on. 
CHAIRPERSON:   Yes, okay, okay.  But you say fromaround 2012 or ’13 up to the time you left Transnet you had met once or twice? 
MR SINGH:   Once or twice. 
CHAIRPERSON:   Okay, alright.  Mr Seleka? 
ADV SELEKA SC:   You came to know him as the majority shareholder in Trillian when you were at Eskom. 
MR SINGH:   Not – I got to know that through the process of the McKinsey process when they became aware of the fact that Dr Wood was engaging with Mr Essa and Mr Essa was in fact the majority.
ADV SELEKA SC:   He – it has been testified here that he was essentially the rainmaker for Trillian.  He would get Trillian to be subcontract – to get a contract with an SOE or a state entity and he would get them a major contracting party for Trillian to be subcontracted to or for Regiments tobe subcontracted.  Did you know that? 
MR SINGH:   No, I did not. 
CHAIRPERSON:   Can I go back to your one or two occasions with him while you were at Transnet? 
MR SINGH:   Yes, Sir. 
CHAIRPERSON:   Were those business encounters or was it just… 
MR SINGH:   No, as I testified …[intervenes] 
CHAIRPERSON:   And were they planned or were they not planned?
MR SINGH:   I am not too sure, Mr Chair – well, as I said, it is very long time ago, so I am struggling to recall but I do recall that I did meet him.  But they were business-related. 
CHAIRPERSON:They were business-related, not personal. 
MR SINGH:   They were business-related, I think he was looking for – to promote his business at the time and I think he introduced himself, he introduced his business credentials and I testified the last time, I think, he hadinterest in oil and gas or something or other that time and I think that was the extent of our engagement. 
CHAIRPERSON:   I may be wrong but I seem to remember that last time when you talked about your encounter with him or one of your encounters with him it was outsideTransnet, is that correct? 
MR SINGH:   It was not at the office, no. 
CHAIRPERSON:   It was not at the office, ja.  On both occasions, if it is two or not one, or you…? 
MR SINGH:   Mr Chair, I do not remember. 
CHAIRPERSON:   You cannot remember. 
MR SINGH:   I certainly do not remember. 
CHAIRPERSON:   Ja, you know that one of them, if there were two encounters, one of them was not in the office.   
MR SINGH:   No, no, Mr Chair, I certainly do not recall.
CHAIRPERSON:   Oh, okay. 
MR SINGH:   Having Mr Essa or entertaining Mr Essa at my office. 
CHAIRPERSON:   In your office, okay. 
MR SINGH:   For any meeting. 
CHAIRPERSON:   Okay. 
MR SINGH:   So if it was one, it was outside, if it was two, it was outside. 
CHAIRPERSON:   Okay.  Okay, alright. 
ADV SELEKA SC:   The Commission …[intervenes]
CHAIRPERSON:   I am sorry, Mr Seleka.  And did you say those were not planned meetings in the sense that maybe you bumped into him or it was some function and he was one of the people in the function? 
MR SINGH:   No, no, no.
CHAIRPERSON:   Or there was an arrangement to meet. 
MR SINGH:   No, it was a setup, it was an arrangement. 
CHAIRPERSON:   It was an arrangement to meet. 
MR SINGH:   Yes. 
CHAIRPERSON:   Okay.  And it would have been the two of you only or you cannot remember? 
MR SINGH:   If I recall it was only the two of us.  I did not recall …[intervenes] 
CHAIRPERSON:   Okay, no, that is fine.  Mr Seleka? 
ADV SELEKA SC:   Yes, Mr Singh, his meeting with you asthe CFO of Transnet? 
MR SINGH:   Yes. 
ADV SELEKA SC:   In these meetings? 
MR SINGH:   Yes. 
ADV SELEKA SC:   Why meeting you? 
MR SINGH:   I do not know. 
ADV SELEKA SC:   Did you not ask him? 
MR SINGH:   Well, these meetings are set up and my office sets them up and they are set up then I attended to understand what people would like to [indistinct – droppingvoice] 
CHAIRPERSON:   No, Mr Singh, I mean, you were a CFO of Transnet, a very big state owned entity, you are not going to just go any meeting as if you are not busy. 
MR SINGH:   No, no, I …[intervenes]
CHAIRPERSON:   You are only going to go to a meeting if when you look at the reason for the meeting you think it is important, is it not? 
MR SINGH:   Well, Mr Chair, as I said, this is like stuff that you are asking that is eight years ago, Mr Chair. 
CHAIRPERSON:   Sorry? 
MR SINGH:   I said these are meetings that ask that happened eight years ago.  I do not even know what the document was that he even brought to the meeting.  So it will be highly irregular of me to say well, I went to ameeting for this specific reason.  If I met him on 15 occasions I could tell you I met him on 15 occasions because there was common theme for us to meet.  But in this case it was an arbitrary one or two meetings, for me to remember why I met someone eight years ago for a single meeting. 
CHAIRPERSON:   Well, it may well be that if it was a single meeting you would remember than if it was many meetings but it may be that if it was many meetings but only one them ran through the maybe, you know?  But youare saying you cannot remember now what the reason was but you accept that you must have known then. 
MR SINGH:   Yes, definitely. 
CHAIRPERSON:   What the reason was.  H’m.  Okay, Mr Seleka?
ADV SELEKA SC:   Chair, I see the screens are off, I do not whether the light broadcast is interrupted or... 
CHAIRPERSON:   The technicians should tell us if there is a problem. 
ADV SELEKA SC:   The Reverend is not here. 
CHAIRPERSON:   The Reverend is not here.  I think somebody will tell us just now. 
ADV SELEKA SC:   Should we proceed? 
CHAIRPERSON:   You may proceed.  Okay, alright. 
ADV SELEKA SC:   Mr Singh, prior to your secondment toTransnet, Ms Tsholofelo Molefe was there.  She was approached or introduced by one of her colleagues Mr Colin Matjila to Mr Salim Essa who said there is a company Regiments that can help Eskom with cash unlocking initiatives in their balance sheet .Salim Essa and Mr Eric Wood through Regiments, they could not get what they wanted at Eskom at the time.  We know that Ms Molefe says she suspects because of her resistance to their proposal it might have been the reason why she was suspended and ultimately terminated atEskom or separated from Eskom.  You have conceded that you in fact engaged McKinsey and Regiments for your on boarding at Eskom even before your official start on the 1 August 2015, is that correct? 
MR SINGH:   Mr Chair, we conceded that the on boardingwas arranged and at the behest of McKinsey and Mr Chair, also, when we look at this context of the on boarding meetings happening before my appointment at Eskom, Mr Chair, we have included in the affidavit that we have submitted yesterday, the official announcement of my appointment at Eskom and that was done on the 16 July. 
CHAIRPERSON:   Did you say beginning of July? 
MR SINGH:   16 July. 
CHAIRPERSON:   On the 16 July. 
MR SINGH:   July, 2015.
CHAIRPERSON:   Ja, okay. 
MR SINGH:   And that was announced by the board of Eskom on that day. 
CHAIRPERSON:   Okay. 
MR SINGH:   So, Mr Chair, in the context of these on boarding sessions, given the fact that the announcement of my appointment was made on the 16 July, I do not believe that they are actually irregular or there was anything untoward as Dr Weiss has testified. 
CHAIRPERSON:   Please speak up a bit?
MR SINGH:   Oh, sorry.  As Dr Weiss has testified.  It is a normal thing that they did with Ms Tsholofelo Molefe as well at the time.  They did it to all the CEOs, they did it to all the CFOs, they would have done it to other Group Executives as well, so …[intervenes]
CHAIRPERSON:   Doing what? 
MR SINGH:   The on boarding, Mr Chair, the on boarding activities. 
CHAIRPERSON:   Well, let us understand what you are talking about.  What do you mean when you say on boarding?  I mean, if you are going to – if you are being seconded to Eskom, your own on boarding or McKinsey’s on boarding?  Which one are you talking about? 
MR SINGH:   Mr Chair, Mr Seleka refers to these meetings. 
CHAIRPERSON:   Ja, that happened before …[intervenes]
MR SINGH:   Prior to my …[intervenes] 
CHAIRPERSON:   Assume duties at Eskom. 
MR SINGH:   Assumed role to Eskom.   
CHAIRPERSON:   Ja. 
MR SINGH:   So I am just putting in context that the meetings happened in the context of McKinsey’s on boarding of myself relating to my role at Eskom. 
CHAIRPERSON:   Yes, well I do not know what you and Mr Seleka – how you and Mr Seleka are using the term on boarding, if – I would understand if you talk about yourown on boarding at Eskom but then if you are talking about your own on boarding at Eskom, I would expect that to be done by Eskom officials on boarding you.  If you talk about McKinsey’s on boarding at Eskom, I would expect that to be one by Eskom officials.  It may well be that for somereason when it was known that you would be going to Eskom you would also be – you could be included but I am not sure now when both of you talk about on boarding, whose on boarding you are talking about. 
ADV SELEKA SC:   Can I just say something? 
CHAIRPERSON:   Ja. 
ADV SELEKA SC:   Mr Chair, I am putting it in Mr Singh’s inverted commas.  Insofar as he said it was his own on boarding, that is what I am saying to him. 
CHAIRPERSON:   Ja.  Oh, he has used the term.
ADV SELEKA SC:   Yes he has used that term. 
CHAIRPERSON:   Okay. 
ADV SELEKA SC:   But we know that the evidence we received from a witness goes wider than that. 
CHAIRPERSON:   Ja. 
ADV SELEKA SC:   But I am only being specific to what he said.  I am using his concept and he will explain to the Chairperson. 
CHAIRPERSON:   Well, maybe let us start here, Mr Singh.  Insofar as you may be talking about your own on boardingat Eskom, you have heard what my understanding would be if you talk about your on boarding.  Is your understanding different from mine? 
